PhraseID,NL
QID335_Subquestion1_QuestionText,Maand
QID335_Subquestion1_Choice1,Maak een keuze:
QID335_Subquestion1_Answer1,januari
QID335_Subquestion1_Answer2,februari
QID335_Subquestion1_Answer3,maart
QID335_Subquestion1_Answer4,april
QID335_Subquestion1_Answer5,mei
QID335_Subquestion1_Answer6,juni
QID335_Subquestion1_Answer7,juli
QID335_Subquestion1_Answer8,augustus
QID335_Subquestion1_Answer9,september
QID335_Subquestion1_Answer10,oktober
QID335_Subquestion1_Answer11,november
QID335_Subquestion1_Answer12,december
QID335_Subquestion2_QuestionText,Dag
QID335_Subquestion2_Choice1,Maak een keuze:
QID335_Subquestion2_Answer1,1
QID335_Subquestion2_Answer2,2
QID335_Subquestion2_Answer3,3
QID335_Subquestion2_Answer4,4
QID335_Subquestion2_Answer5,5
QID335_Subquestion2_Answer6,6
QID335_Subquestion2_Answer7,7
QID335_Subquestion2_Answer8,8
QID335_Subquestion2_Answer9,9
QID335_Subquestion2_Answer10,10
QID335_Subquestion2_Answer11,11
QID335_Subquestion2_Answer12,12
QID335_Subquestion2_Answer13,13
QID335_Subquestion2_Answer14,14
QID335_Subquestion2_Answer15,15
QID335_Subquestion2_Answer16,16
QID335_Subquestion2_Answer17,17
QID335_Subquestion2_Answer18,18
QID335_Subquestion2_Answer19,19
QID335_Subquestion2_Answer20,20
QID335_Subquestion2_Answer21,21
QID335_Subquestion2_Answer22,22
QID335_Subquestion2_Answer23,23
QID335_Subquestion2_Answer24,24
QID335_Subquestion2_Answer25,25
QID335_Subquestion2_Answer26,26
QID335_Subquestion2_Answer27,27
QID335_Subquestion2_Answer28,28
QID335_Subquestion2_Answer29,29
QID335_Subquestion2_Answer30,30
QID335_Subquestion2_Answer31,31
QID335_Subquestion3_QuestionText,Jaar
QID335_Subquestion3_Choice1,Maak een keuze:
QID335_Subquestion3_Answer1,1900
QID335_Subquestion3_Answer2,1901
QID335_Subquestion3_Answer3,1902
QID335_Subquestion3_Answer4,1903
QID335_Subquestion3_Answer5,1904
QID335_Subquestion3_Answer6,1905
QID335_Subquestion3_Answer7,1906
QID335_Subquestion3_Answer8,1907
QID335_Subquestion3_Answer9,1908
QID335_Subquestion3_Answer10,1909
QID335_Subquestion3_Answer11,1910
QID335_Subquestion3_Answer12,1911
QID335_Subquestion3_Answer13,1912
QID335_Subquestion3_Answer14,1913
QID335_Subquestion3_Answer15,1914
QID335_Subquestion3_Answer16,1915
QID335_Subquestion3_Answer17,1916
QID335_Subquestion3_Answer18,1917
QID335_Subquestion3_Answer19,1918
QID335_Subquestion3_Answer20,1919
QID335_Subquestion3_Answer21,1920
QID335_Subquestion3_Answer22,1921
QID335_Subquestion3_Answer23,1922
QID335_Subquestion3_Answer24,1923
QID335_Subquestion3_Answer25,1924
QID335_Subquestion3_Answer26,1925
QID335_Subquestion3_Answer27,1926
QID335_Subquestion3_Answer28,1927
QID335_Subquestion3_Answer29,1928
QID335_Subquestion3_Answer30,1929
QID335_Subquestion3_Answer31,1930
QID335_Subquestion3_Answer32,1931
QID335_Subquestion3_Answer33,1932
QID335_Subquestion3_Answer34,1933
QID335_Subquestion3_Answer35,1934
QID335_Subquestion3_Answer36,1935
QID335_Subquestion3_Answer37,1936
QID335_Subquestion3_Answer38,1937
QID335_Subquestion3_Answer39,1938
QID335_Subquestion3_Answer40,1939
QID335_Subquestion3_Answer41,1940
QID335_Subquestion3_Answer42,1941
QID335_Subquestion3_Answer43,1942
QID335_Subquestion3_Answer44,1943
QID335_Subquestion3_Answer45,1944
QID335_Subquestion3_Answer46,1945
QID335_Subquestion3_Answer47,1946
QID335_Subquestion3_Answer48,1947
QID335_Subquestion3_Answer49,1948
QID335_Subquestion3_Answer50,1949
QID335_Subquestion3_Answer51,1950
QID335_Subquestion3_Answer52,1951
QID335_Subquestion3_Answer53,1952
QID335_Subquestion3_Answer54,1953
QID335_Subquestion3_Answer55,1954
QID335_Subquestion3_Answer56,1955
QID335_Subquestion3_Answer57,1956
QID335_Subquestion3_Answer58,1957
QID335_Subquestion3_Answer59,1958
QID335_Subquestion3_Answer60,1959
QID335_Subquestion3_Answer61,1960
QID335_Subquestion3_Answer62,1961
QID335_Subquestion3_Answer63,1962
QID335_Subquestion3_Answer64,1963
QID335_Subquestion3_Answer65,1964
QID335_Subquestion3_Answer66,1965
QID335_Subquestion3_Answer67,1966
QID335_Subquestion3_Answer68,1967
QID335_Subquestion3_Answer69,1968
QID335_Subquestion3_Answer70,1969
QID335_Subquestion3_Answer71,1970
QID335_Subquestion3_Answer72,1971
QID335_Subquestion3_Answer73,1972
QID335_Subquestion3_Answer74,1973
QID335_Subquestion3_Answer75,1974
QID335_Subquestion3_Answer76,1975
QID335_Subquestion3_Answer77,1976
QID335_Subquestion3_Answer78,1977
QID335_Subquestion3_Answer79,1978
QID335_Subquestion3_Answer80,1979
QID335_Subquestion3_Answer81,1980
QID335_Subquestion3_Answer82,1981
QID335_Subquestion3_Answer83,1982
QID335_Subquestion3_Answer84,1983
QID335_Subquestion3_Answer85,1984
QID335_Subquestion3_Answer86,1985
QID335_Subquestion3_Answer87,1986
QID335_Subquestion3_Answer88,1987
QID335_Subquestion3_Answer89,1988
QID335_Subquestion3_Answer90,1989
QID335_Subquestion3_Answer91,1990
QID335_Subquestion3_Answer92,1991
QID335_Subquestion3_Answer93,1992
QID335_Subquestion3_Answer94,1993
QID335_Subquestion3_Answer95,1994
QID335_Subquestion3_Answer96,1995
QID335_Subquestion3_Answer97,1996
QID335_Subquestion3_Answer98,1997
QID335_Subquestion3_Answer99,1998
QID335_Subquestion3_Answer100,1999
QID335_Subquestion3_Answer101,2000
QID335_Subquestion3_Answer102,2001
QID335_Subquestion3_Answer103,2002
QID335_Subquestion3_Answer104,2003
QID335_Subquestion3_Answer105,2004
QID335_Subquestion3_Answer106,2005
QID335_Subquestion3_Answer107,2006
QID335_Subquestion3_Answer108,2007
QID335_Subquestion3_Answer109,2008
QID335_Subquestion3_Answer110,2009
QID335_Subquestion3_Answer111,2010
QID335_Subquestion3_Answer112,2011
QID335_Subquestion3_Answer113,2012
QID335_Subquestion3_Answer114,2013
QID335_Subquestion3_Answer115,2014
QID335_Subquestion3_Answer116,2015
QID335_Subquestion3_Answer117,2016
QID335_Subquestion3_Answer118,2017
QID335_Subquestion3_Answer119,2018
QID335_Subquestion3_Answer120,2019
QID335_Subquestion3_Answer121,2020
QID335_Subquestion3_Answer122,2021
QID335_Subquestion3_Answer123,2022
QID335_Subquestion3_Answer124,2023
QID335_Subquestion3_Answer125,2024
QID335_Subquestion3_Answer126,2025
QID335_Subquestion3_Answer127,2026
QID335_Subquestion3_Answer128,2027
QID335_Subquestion3_Answer129,2028
QID335_Subquestion3_Answer130,2029
QID335_Subquestion3_Answer131,2030
QID335_Subquestion3_Answer132,2031
QID335_Subquestion3_Answer133,2032
QID335_Subquestion3_Answer134,2033
QID335_Subquestion3_Answer135,2034
QID335_Subquestion3_Answer136,2035
QID335_Subquestion3_Answer137,2036
QID335_Subquestion3_Answer138,2037
QID335_Subquestion3_Answer139,2038
QID335_Subquestion3_Answer140,2039
QID335_Subquestion3_Answer141,2040
QID335_Subquestion3_Answer142,2041
QID335_Subquestion3_Answer143,2042
QID335_Subquestion3_Answer144,2043
QID335_Subquestion3_Answer145,2044
QID335_Subquestion3_Answer146,2045
QID335_Subquestion3_Answer147,2046
QID335_Subquestion3_Answer148,2047
QID335_Subquestion3_Answer149,2048
QID335_Subquestion3_Answer150,2049
QID301_QuestionText,Is dit een geschatte datum?
QID301_Choice1,Dit is een geschatte datum
QID59_QuestionText,"Wie was de producent van de test? (Kies alleen een producent als u het zeker weet. Als u het niet zeker weet, kies ""Weet ik niet"")&nbsp;&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID59_Choice1,Abbott
QID59_Choice2,Roche
QID59_Choice3,Mt. Sinai
QID59_Choice4,EuroImmun
QID59_Choice5,Ortho-Clinical Diagnostics Vitros
QID59_Choice6,DiaSorin
QID59_Choice7,Weet ik niet
QID452_QuestionText,<strong>Geheugensymptomen</strong>
QID375_QuestionText,"Heeft u enige <strong>GEHEUGEN GERELATEERDE SYMPTOMEN</strong>&nbsp;ervaren sinds het begin van uw ziekte met COVID-19?&nbsp;<strong><span style=""color:#e74c3c;"">*</span></strong>"
QID375_Choice1,Ja
QID375_Choice2,Nee
QID336_QuestionText,"Welke van de volgende geheugen gerelateerde symptomen heeft u ervaren sinds het begin van uw ziekte met COVID-19?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID336_Choice1,"Verlies kortetermijngeheugen (geheugen dat ~30 seconden blijft, bijv. een telefoonnummer onthouden voor u het opschrijft, of vergeten met welke taak u bezig was)"
QID336_Choice2,"Verlies langetermijngeheugen (langetermijngeheugen loopt uiteen van het herinneren van de voorgaande dag, vergeten dat u een taak heeft uitgevoerd, het vergeten van onlangs geleerde informatie, of uw basisschoolervaring niet meer kunnen herinneren.)"
QID336_Choice3,Geen nieuwe herinneringen meer kunnen vormen
QID336_Choice4,"Vergeten hoe normale taken gedaan moeten worden (veters strikken, handen wassen)"
QID336_Choice5,Anders
QID336_Choice6,Geen van bovenstaande
QID68_QuestionText,"Wanneer ervoer u deze symptomen?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;""><br></span></div><div>Selecteer symptomen voor de eerste&nbsp;<span style=""color: rgb(231, 76, 60);"">4 weken</span>, vervolgens&nbsp;<span style=""color: rgb(231, 76, 60);"">maanden (waar van toepassing)</span>. Selecteer een symptoom ook als u dit slechts voor een deel van een week of maand heeft gehad.</div>"
QID68_Choice1,Geheugensymptomen
QID68_Answer1,"<span style=""font-size:16px;""><span style=""color:#e74c3c;""><strong>Week 1</strong></span></span>"
QID68_Answer2,Week 2
QID68_Answer3,Week 3
QID68_Answer4,Week 4
QID68_Answer5,"<span style=""font-size:16px;""><span style=""color:#e74c3c;""><strong>Maand 2</strong></span></span>"
QID68_Answer6,Maand 3
QID68_Answer7,Maand 4
QID68_Answer8,Maand 5
QID68_Answer9,Maand 6
QID68_Answer12,Maand 7
QID376_QuestionText,"<span style=""font-family:Arial,Helvetica,sans-serif;"">Heeft u problemen gehad met <strong>'BRAIN FOG' (CONCENTRATIEPROBLEMEN)</strong>&nbsp;(onvermogen om te concentreren, om te denken, om te plannen, om een gedachtengang te verwerken, begrijpen, en vol te houden; abnormaal langzame of snelle gedachten)&nbsp;sinds het begin van uw ziekte met COVID-19?&nbsp;<span style=""color:#e74c3c;"">*</span></span>"
QID376_Choice1,Ja
QID376_Choice2,Nee
QID261_QuestionText,"Welke van de volgende symptomen gerelateerd aan 'brain fog' of cognitief functioneren hebt u ervaren sinds het begin van uw ziekte met COVID-19?<span style=""color:#e74c3c;""><strong>&nbsp;*</strong></span>"
QID261_Choice1,"Moeilijkheden met uitvoerend functioneren (plannen, organiseren, een volgorde van handelen bepalen, abstract denken)"
QID261_Choice2,Agnosia (Onvermogen om dingen te herkennen of identificeren terwijl er niets mis is met uw zintuigen)
QID261_Choice3,Moeilijkheden met probleemoplossing of besluitvorming
QID261_Choice4,Moeilijkheden met nadenken
QID261_Choice5,Gedachten die te snel gaan
QID261_Choice6,Langzame gedachtengang
QID261_Choice7,Slechte aandacht of concentratie
QID261_Choice8,Anders
QID261_Choice10,Ik heb GEEN 'brain fog' symptomen gehad
QID337_QuestionText,"Wanneer ervoer u deze symptomen?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;""><br></span></div><div>Selecteer symptomen voor de eerste&nbsp;<span style=""color: rgb(231, 76, 60);"">4 weken</span>, vervolgens&nbsp;<span style=""color: rgb(231, 76, 60);"">maanden (als u nog niet aan een week/maand zit, laat het open)</span>. Selecteer een symptoom ook als u dit slechts voor een deel van een week of maand heeft gehad.</div>"
QID337_Choice1,'Brain fog' / symptomen gerelateerd aan cognitief functioneren
QID337_Answer1,"<span style=""font-size:16px;""><span style=""color:#e74c3c;""><strong>Week 1</strong></span></span>"
QID337_Answer2,Week 2
QID337_Answer3,Week 3
QID337_Answer4,Week 4
QID337_Answer5,"<span style=""font-size:16px;""><span style=""color:#e74c3c;""><strong>Maand 2</strong></span></span>"
QID337_Answer6,Maand 3
QID337_Answer7,Maand 4
QID337_Answer8,Maand 5
QID337_Answer9,Maand 6
QID337_Answer12,Maand 7
QID73_QuestionText,"Voelde u zich aanzienlijk beperkt of niet in staat om één of meerdere van de volgende dingen te doen door <strong>&nbsp;GEHEUGENVERLIES OF 'BRAIN FOG'</strong> (dit omvat problemen met aandacht, cognitief functioneren, en bewustzijn)&nbsp;?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID73_Choice1,Autorijden
QID73_Choice2,Op kinderen letten
QID73_Choice3,Koken of met hete voorwerpen omgaan
QID73_Choice4,Uzelf voeden
QID73_Choice5,Regelmatig douchen of in bad
QID73_Choice6,Belangrijke beslissingen maken
QID73_Choice7,Van huis weggaan en terugkomen zonder te verdwalen
QID73_Choice8,Herinneren welke maand of welk jaar het is
QID73_Choice9,Gesprekken voeren met anderen
QID73_Choice10,Uw medicijnen op tijd nemen (vergeten om medicijnen te nemen of vergeten dat u ze al had genomen)
QID73_Choice11,Werk
QID73_Choice12,Eenvoudige aanwijzingen opvolgen
QID73_Choice13,Uw gedachten en behoeftes communiceren
QID73_Choice14,Anders
QID73_Answer1,Ernstig beperkt
QID73_Answer2,Matig beperkt
QID73_Answer3,Licht beperkt
QID73_Answer4,Niet beperkt
QID73_Answer5,Niet van toepassing
QID74_QuestionText,"Optioneel: Als er andere delen van uw leven zijn die werden beïnvloed door geheugenverlies of 'brain fog', vermeld deze dan hier. Beschrijf of ze licht, matig of ernstig beperkend waren.&nbsp;"
QID133_QuestionText,"Optioneel: Gebruik deze ruimte om voorbeelden te geven van uw 'brain fog', geheugenverlies, and aandachtsspanne.<div>Geef a.u.b. geen identificerende details (zoals namen of locaties).</div>"
QID399_QuestionText,<strong>Veranderingen in Emoties en Gedrag</strong>
QID77_QuestionText,"Heeft u, in vergelijking met hoe u zich vóór COVID voelde, een toename ervaren van één of meerdere van de volgende situaties?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID77_Choice1,Moeite emoties onder controle te houden
QID77_Choice2,Ongeremdheid (moeite met het beheersen van uw gedrag)
QID77_Choice3,Prikkelbaarheid
QID77_Choice4,Boosheid
QID77_Choice5,Impulsief gedrag (handelen in een opwelling zonder zelfbeheersing)
QID77_Choice6,Agressie 
QID77_Choice7,Euforie (een gevoel of staat van intense opwinding en geluk)
QID77_Choice8,Waanbeelden
QID77_Choice9,Depressie
QID77_Choice10,"Apathie (gebrek aan gevoel, emotie, interesse of bezorgdheid)"
QID77_Choice11,Suïcidaliteit
QID77_Choice12,Stemminswisselingen
QID77_Choice13,Angst
QID77_Choice14,"Manie (abnormaal verhoogde / opgewonden stemming, verminderde behoefte aan slaap, soms met waanvoorstellingen)"
QID77_Choice15,Hypomanie (een mildere vorm van manie)
QID77_Choice16,Huilerigheid
QID77_Choice17,Gevoel van onheil
QID77_Choice18,Anders
QID77_Choice20,Geen van bovenstaande
QID136_QuestionText,"Optioneel: Gebruik deze ruimte om voorbeelden te geven van emotionele veranderingen tijdens uw ziekte.&nbsp;<div>Geef a.u.b. geen identificerende details (zoals namen of locaties).</div>"
QID79_QuestionText,"Optioneel: Als u enkele van deze ervaringen met emoties al had <b>vóór</b> u COVID kreeg, beschrijf hoe deze verschilden met <b>nadat</b> u COVID kreeg. <br><br>Geef a.u.b. geen identificerende details (zoals namen of locaties)."
QID398_QuestionText,<strong>Spraak- en Taalproblemen</strong>
QID411_QuestionText,"Heeft up problemen ervaren met <strong>SPRAAK EN TAAL</strong>&nbsp;sinds het begin van uw ziekte met COVID-19?&nbsp;<span style=""color: rgb(231, 76, 60);"">*</span>"
QID411_Choice1,Ja
QID411_Choice2,Nee
QID293_QuestionText,"Welke van de volgende spraak- en taalsymptomen heeft u ervaren sinds het begin van uw ziekte met COVID-19?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID293_Choice1,Moeite met het vinden van de juiste woorden tijdens spreken / schrijven
QID293_Choice2,Moeite met verbaal te communiceren
QID293_Choice3,Moeite met spreken in volledige zinnen
QID293_Choice4,Onherkenbare woorden zeggen
QID293_Choice5,Moeite met schriftelijke communicatie
QID293_Choice6,Moeite met het verwerken / begrijpen van wat anderen zeggen
QID293_Choice7,Moeite met het lezen / verwerken van geschreven tekst
QID293_Choice8,Anders
QID293_Choice9,(Indien van toepassing) veranderingen in taalvaardigheid met talen die niet uw moedertaal zijn (tweede/derde taal)
QID293_Choice11,Geen van bovenstaande
QID341_QuestionText,"Wanneer ervoer u deze symptomen?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;""><br></span></div><div>Selecteer symptomen voor de eerste&nbsp;<span style=""color: rgb(231, 76, 60);"">4 weken</span>, vervolgens&nbsp;<span style=""color: rgb(231, 76, 60);"">maanden (indien van toepassing)</span>. Selecteer een symptoom ook als u dit slechts voor een deel van een week of maand heeft gehad.</div>"
QID341_Choice1,Spraak-/taalproblemen
QID341_Answer1,"<strong><span style=""font-size:16px;""><span style=""color:#e74c3c;"">Week 1</span></span></strong>"
QID341_Answer2,Week 2
QID341_Answer3,Week 3
QID341_Answer4,Week 4
QID341_Answer5,"<strong><span style=""font-size:16px;""><span style=""color:#e74c3c;"">Maand 2</span></span></strong>"
QID341_Answer6,Maand 3
QID341_Answer7,Maand 4
QID341_Answer8,Maand 5
QID341_Answer9,Maand 6
QID341_Answer12,Maand 7
QID302_QuestionText,"Spreekt u meerdere talen?&nbsp;<span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID302_Choice1,Ja
QID302_Choice2,Nee
QID134_QuestionText,"Optioneel: Gebruik deze ruimte om voorbeelden van uw taalproblemen te beschrijven, waaronder met spreken, schrijven, lezen en luisteren naar woorden. Als er wijzigingen in uw spraak of taal zij die hierboven niet zijn vermeld, voeg deze dan ook toe. Bijvoorbeeld, als u meerdere talen spreekt en verschillende problemen hebt opgemerkt met uw eerste (moedertaal) en tweede of derde taal.&nbsp; &nbsp;"
QID401_QuestionText,<strong>Hoofdpijn</strong>
QID374_QuestionText,"Heeft u nieuwe <strong>HOOFDPIJN OF GERELATEERDE SYMPTOMEN</strong> gehad sinds het begin van uw ziekte met COVID-19?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID374_Choice1,Ja
QID374_Choice2,Nee
QID345_QuestionText,"Welke van de volgende symptomen heeft u ervaren sinds het begin van uw ziekte met COVID-19?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID345_Choice20,"Hoofdpijn, aan de achterkant van hoofd of nek"
QID345_Choice21,"Hoofdpijn, rond de slapen"
QID345_Choice22,"Hoofdpijn, achter de ogen"
QID345_Choice23,"Hoofdpijn, diffuus (gehele hoofd)"
QID345_Choice24,Hoofdpijn/pijn na mentale inspanning
QID345_Choice25,"Gevoel dat de hersenen warm zijn/""in brand staan"""
QID345_Choice26,Migraines
QID345_Choice27,Stijve nek
QID345_Choice51,Gevoel van druk op hersenen
QID345_Choice52,"Hoofdpijn, anders"
QID345_Choice54,Geen van bovenstaande
QID346_QuestionText,"Wanneer ervoer u deze symptomen?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;""><br></span></div><div>Selecteer symptomen voor de eerste&nbsp;<span style=""color: rgb(231, 76, 60);"">4 weken</span>, vervolgens&nbsp;<span style=""color: rgb(231, 76, 60);"">maanden (indien van toepassing).&nbsp;</span>Selecteer een symptoom ook als u dit slechts voor een deel van een week of maand heeft gehad.</div>"
QID346_Choice20,Hoofdpijn en gerelateerde symptomen
QID346_Answer1,"<strong><span style=""color:#e74c3c;""><span style=""font-size:16px;"">Week 1</span></span></strong>"
QID346_Answer2,Week 2
QID346_Answer3,Week 3
QID346_Answer4,Week 4
QID346_Answer5,"<span style=""font-size:16px;""><strong><span style=""color:#e74c3c;"">Maand 2</span></strong></span>"
QID346_Answer6,Maand 3
QID346_Answer7,Maand 4
QID346_Answer8,Maand 5
QID346_Answer9,Maand 6
QID346_Answer12,Maand 7
QID402_QuestionText,<strong>Reuk en Smaak</strong>
QID379_QuestionText,"Heeft u veranderingen gemerkt in uw <strong>REUK OF SMAAK</strong>&nbsp;sinds het begin van uw ziekte met COVID-19? <span style=""color:#e74c3c;""><strong>*</strong></span>&nbsp;"
QID379_Choice1,Ja
QID379_Choice2,Nee
QID106_QuestionText,"Welke van de volgende symptomen heeft u ervaren sinds het begin van uw ziekte met COVID-19?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID106_Choice1,Verlies van reuk
QID106_Choice2,Fantoomgeuren (inbeelden/hallucineren van geuren - iets ruiken dat er niet is)
QID106_Choice3,Verscherping van de reukzin
QID106_Choice4,Verlies van smaak
QID106_Choice5,Fantoomsmaak (inbeelden/hallucineren van smaken - iets proeven dat niet in uw mond zit)
QID106_Choice6,Verscherping van de smaak
QID106_Choice7,Verandering in de reukzin
QID106_Choice8,Verandering in de smaak
QID106_Choice9,Geen van bovenstaande
QID363_QuestionText,"Wanneer ervoer u deze symptomen?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;""><br></span></div><div>Selecteer symptomen voor de eerste&nbsp;<span style=""color: rgb(231, 76, 60);"">4 weken</span>, vervolgens&nbsp;<span style=""color: rgb(231, 76, 60);"">manden (indien van toepassing)</span>. Selecteer een symptoom ook als u dit slechts voor een deel van een week of maand heeft gehad.</div>"
QID363_Choice1,Veranderingen in reuk en smaak
QID363_Answer1,"<span style=""color:#e74c3c;""><span style=""font-size:16px;""><strong>Week 1</strong></span></span>"
QID363_Answer2,Week 2
QID363_Answer3,Week 3
QID363_Answer4,Week 4
QID363_Answer5,"<span style=""color:#e74c3c;""><span style=""font-size:16px;""><strong>Maand 2</strong></span></span>"
QID363_Answer6,Maand 3
QID363_Answer7,Maand 4
QID363_Answer8,Maand 5
QID363_Answer9,Maand 6
QID363_Answer12,Maand 7
QID107_QuestionText,"Als u fantoomsmaken proefde, geef hier een beschrijving:"
QID108_QuestionText,"Als u fantoomgeuren rook, geef hier een beschrijving:"
QID403_QuestionText,<strong>Tremors en Trillend Gevoel</strong>
QID410_QuestionText,"Heeft u een <strong>TREMOR OF TRILLEND GEVOEL</strong>&nbsp; gehad sinds het begin van uw ziekte met COVID-19?&nbsp;*&nbsp;&nbsp;&nbsp;&nbsp;➘<div><br />➘<strong>Tremor</strong>: Onwillekeurige, ritmische spiersamentrekking die leidt tot een schuddende beweging in één of meerdere lichaamsdelen&nbsp;</div>➘➘<div><strong>Trillend gevoel</strong>: Een trillende sensatie, die voelt alsof uw spieren, vingers, of benen&nbsp;vibreren&nbsp;of schudden van binnen, maar u ziet geen beweging&nbsp;</div>"
QID410_Choice1,Ja
QID410_Choice2,Nee
QID347_QuestionText,"Welke van de volgende symptomen heeft u ervaren sinds het begin van uw ziekte met COVID-19?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""font-size: 16px; caret-color: rgb(0, 0, 0);""><br></span></div><div><span style=""color: rgb(231, 76, 60); font-size: 16px; caret-color: rgb(0, 0, 0);"">Geef de plek in uw lichaam aan in het tekstvak. Als het om meerdere plekken gaat, scheidt deze met een komma (bijv. been, romp, hand).</span><span style=""font-size: 16px; caret-color: rgb(0, 0, 0);""><br></span><div><br></div></div>"
QID347_Choice33,Tremors
QID347_Choice35,Trillend gevoel
QID348_QuestionText,"Wanneer ervoer u deze symptomen?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span><div><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;""><br></span></div><div>Selecteer symptomen voor de eerste&nbsp;<span style=""color: rgb(231, 76, 60);"">4 weken</span>, vervolgens&nbsp;<span style=""color: rgb(231, 76, 60);"">maanden (indien van toepassing)</span>. Selecteer een symptoom ook als u dit slechts voor een deel van een week of maand heeft gehad.</div>"
QID348_Choice33,Tremors
QID348_Choice55,Trillend gevoel
QID348_Answer13,N.v.t.
QID348_Answer1,"<span style=""font-size:16px;""><span style=""color:#e74c3c;""><strong>Week 1</strong></span></span>"
QID348_Answer2,Week 2
QID348_Answer3,Week 3
QID348_Answer4,Week 4
QID348_Answer5,"<span style=""color:#e74c3c;""><span style=""font-size:16px;""><strong>Maand 2</strong></span></span>"
QID348_Answer6,Maand 3
QID348_Answer7,Maand 4
QID348_Answer8,Maand 5
QID348_Answer9,Maand 6
QID348_Answer12,Maand 7
QID137_QuestionText,Gebruik deze ruimte om voorbeelden te geven van uw tremors of trillend gevoel tijdens uw ziekte.&nbsp;<div>Geef a.u.b. geen identificerende details (zoals namen of locaties).</div>
QID404_QuestionText,<strong>Slaapproblemen</strong>
QID380_QuestionText,"Heeft u enige <strong>SLAAPPROBLEMEN</strong>&nbsp; gehad sinds het begin van uit COVID-19 ziekte?<span style=""color:#e74c3c;""><strong> *</strong></span>"
QID380_Choice1,Ja
QID380_Choice2,Nee
QID98_QuestionText,"Welk van de volgende slaapproblemen heeft u gehad sinds het begin van uw COVID-19 ziekte?<span style=""caret-color: rgb(0, 0, 0);"">&nbsp;</span><span style=""caret-color: rgb(0, 0, 0); color: rgb(231, 76, 60); font-size: 16px;"">*</span>"
QID98_Choice1,Lucide dromen (dromen waarbij u zich bewust bent dat u droomt of enige controle heeft over waar u over droomt)
QID98_Choice2,Levendige dromen
QID98_Choice3,Nachtmerries
QID98_Choice4,Slapeloosheid
QID98_Choice5,Nachtzweten 
QID98_Choice6,Rustelozebenensyndroom
QID98_Choice7,Ontwaken door het gevoel dat u niet kunt ademen
QID98_Choice8,Slaapapneu
QID98_Choice9,Anders
